"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","c-1","c-2","c-3","d-1","d-2","d-3"
"IL13RA1",20013,9297.33333333333,10715.6666666667,8.05179153718001,1.15252134917204,0.204793475218044,"3.5e-04","1.0e+00",0.00538844050544102,6.89720384696451,9295,9286,9311,10517,10963,10667
"IFIT5",5720.66666666667,3098.33333333333,2622.33333333333,6.24615966478605,0.846308182261989,-0.240744979936294,"3.5e-04","1.0e+00",0.00538844050544102,6.90259228746995,3141,3189,2965,2569,2659,2639
"C1RL",6034,2758,3276,6.32242742557393,1.18735605912596,0.247752628919852,"3.5e-04","1.0e+00",0.00540236237579333,6.92582856576705,2905,2702,2667,3245,3383,3200
"HDHD5",2779.33333333333,1539,1240.33333333333,5.20609035345959,0.806044459382817,-0.311068678513596,"3.5e-04","1.0e+00",0.00541890600865482,6.95245640910413,1492,1571,1554,1336,1156,1229
"CES1",589.666666666667,362,227.666666666667,2.9828506617007,0.629326287331455,-0.668119888493129,"3.5e-04","1.0e+00",0.00543585739357603,6.97964089335163,376,325,385,248,184,251
"PIMREG",2691,1496.33333333333,1194.66666666667,5.15957842996421,0.798517417833503,-0.324604217810712,"3.5e-04","1.0e+00",0.00543887056091612,6.98894867077722,1434,1518,1537,1306,1124,1154
"SNPH",1026.33333333333,593.333333333333,433,3.77462276350287,0.72965389462901,-0.454715799263041,"3.5e-04","1.0e+00",0.00543887056091612,6.99438754133814,597,550,633,432,434,433
"CARS2",3773.33333333333,2068.66666666667,1704.66666666667,5.64662447788661,0.824133946500614,-0.279049257178676,"3.6e-04","1.0e+00",0.00548226561945261,7.05567585223551,2107,2119,1980,1777,1600,1737
"TBX5-AS1",2556,1150.66666666667,1405.33333333333,5.08401275053753,1.22202645502967,0.289275517666446,"3.6e-04","1.0e+00",0.00551310200658939,7.10087538448713,1144,1136,1172,1356,1413,1447
"ALOXE3",104,75,29,0.564877283899307,0.387204203654217,-1.36883347967627,"3.6e-04","1.0e+00",0.00556443561394607,7.17255750637648,105,75,45,24,29,34
"PLS3",26701.6666666667,12395,14306.6666666667,8.46769732020508,1.1543137158944,0.20703536857342,"3.6e-04","1.0e+00",0.00558600460446325,7.20594593975759,12471,12329,12385,13904,14290,14726
"VARS1",12041,6545.33333333333,5495.66666666667,7.31911352119405,0.839567607827303,-0.252281589201088,"3.6e-04","1.0e+00",0.0056054956326816,7.23669486179194,6112,6677,6847,5763,5443,5281
"RFC3",4492,2454.33333333333,2037.66666666667,5.8978774892682,0.830921702969442,-0.267215555388177,"3.7e-04","1.0e+00",0.00562038313169515,7.26153500615014,2468,2466,2429,1992,1935,2186
"C4B-AS1",159.666666666667,55,104.666666666667,1.09129183277595,1.9059568056065,0.930515424051936,"3.7e-04","1.0e+00",0.00563284485656179,7.2832683995344,43,61,61,100,114,100
"UACA",13589,6218.33333333333,7370.66666666667,7.4933484592165,1.18503088865277,0.244924664461416,"3.7e-04","1.0e+00",0.00563818618360909,7.29581292159017,6287,6292,6076,7160,7936,7016
"AL662797.2",321,262,59,2.11936122502489,0.226313171056534,-2.14360754534664,"3.7e-04","1.0e+00",0.0056756534155792,7.34997117317507,127,105,554,58,83,36
"PLCB3",4061,1850.66666666667,2210.33333333333,5.75133918725147,1.19345907007533,0.255149089744452,"3.7e-04","1.0e+00",0.00568352636643884,7.36585017090474,1867,1876,1809,2243,2269,2119
"TMCC1",2443,1074.33333333333,1368.66666666667,5.01890737858835,1.27373774856431,0.349068269907856,"3.7e-04","1.0e+00",0.00570774095727142,7.40294002158103,1172,1042,1009,1264,1413,1429
"TRIM46",493.666666666667,194.666666666667,299,2.71500485084766,1.5329946513744,0.616352663435641,"3.7e-04","1.0e+00",0.0057179290287991,7.42187187938123,207,196,181,320,280,297
"ACOT7",4709.33333333333,2561,2148.33333333333,5.96566699346791,0.838297722307141,-0.254465385313138,"3.8e-04","1.0e+00",0.00576851316960881,7.49329860732184,2589,2490,2604,2262,2113,2070
"SCRG1",650,264,386,3.11231347369422,1.46251966322213,0.548456021511324,"3.8e-04","1.0e+00",0.00576991684302913,7.50089189593787,281,243,268,394,369,395
"SEMA3F",1195.66666666667,700.666666666667,495,3.99360778454017,0.705449865892552,-0.503384536229534,"3.9e-04","1.0e+00",0.00587618418095517,7.64491561942268,732,709,661,582,433,470
"CHMP3",8878.33333333333,4088.33333333333,4790,6.8794175312185,1.1715389210495,0.228404884437797,"3.9e-04","1.0e+00",0.00595154306669265,7.74890907283383,4237,4119,3909,4871,4677,4822
"TBCA",8225.66666666667,3713.33333333333,4512.33333333333,6.76931210459041,1.21484086030836,0.280767338455742,"3.9e-04","1.0e+00",0.00596414360227921,7.77127911376981,3728,4009,3403,4772,4407,4358
"MAN2B2",4426.66666666667,2015.66666666667,2411,5.87570805756831,1.19540433261187,0.257498676775549,"3.9e-04","1.0e+00",0.00596724512119853,7.78128763804289,1959,2076,2012,2478,2466,2289
"MGST3",4843.66666666667,2147,2696.66666666667,6.00547901342248,1.25530427082585,0.328037098683365,"3.9e-04","1.0e+00",0.00596724512119853,7.78725488316409,2264,2139,2038,2460,3033,2597
"GABRE",2860,1295.66666666667,1564.33333333333,5.24623761352204,1.20749330262628,0.272015187160713,"4.0e-04","1.0e+00",0.00601607295278728,7.85699127634019,1281,1300,1306,1530,1593,1570
"ASTN1",1521.33333333333,658.666666666667,862.666666666667,4.3362512240088,1.3094106508428,0.388917619074651,"4.0e-04","1.0e+00",0.00602329662718244,7.87244869172745,702,677,597,898,830,860
"VASH1",2517.33333333333,1100,1417.33333333333,5.06153716002715,1.28816416812126,0.365316467242616,"4.0e-04","1.0e+00",0.00603841516852538,7.89824704043119,1022,1098,1180,1573,1300,1379
"NCLN",7076.66666666667,3897.33333333333,3179.33333333333,6.55274804659366,0.815501891161139,-0.294239872314846,"4.0e-04","1.0e+00",0.00603841516852538,7.90428545559972,3834,3830,4028,3557,2972,3009
"MIR4500HG",487.333333333333,192.333333333333,295,2.69439871060807,1.52997100699695,0.613504314056463,"4.0e-04","1.0e+00",0.00606428309179388,7.94421085024998,185,204,188,299,314,272
"SERPINA3",8279,4594.66666666667,3684.33333333333,6.7791875683715,0.802281365981063,-0.317819805692535,"4.0e-04","1.0e+00",0.00607790629097425,7.96813514746724,4589,4203,4992,3495,3488,4070
"PKMYT1",800.666666666667,489.333333333333,311.333333333333,3.41941690427474,0.637334866871593,-0.649876506023759,"4.0e-04","1.0e+00",0.00611030628972343,8.01672185211714,402,496,570,333,264,337
"CA9",250.333333333333,166,84.3333333333333,1.76942221575876,0.511599373410816,-0.966913597629624,"4.1e-04","1.0e+00",0.00618941391049346,8.12670046447791,145,193,160,101,56,96
"CASP8",7174.66666666667,3881.66666666667,3293,6.57261429095443,0.84826777547022,-0.237408337927482,"4.1e-04","1.0e+00",0.0062149476392846,8.16644119801996,3784,4016,3845,3202,3453,3224
"RPL5P4",46,13,33,-0.645533588298613,2.49315038471948,1.31796990759696,"4.1e-04","1.0e+00",0.00622415341736258,8.1847617438318,15,14,10,36,36,27
"EPHA5",329.666666666667,125.333333333333,204.333333333333,2.13469011262996,1.62719378123763,0.702386070668193,"4.1e-04","1.0e+00",0.0062451990438157,8.21868194166146,127,111,138,195,220,198
"NLRP3",174.333333333333,116,58.3333333333333,1.26689249456737,0.505364141198468,-0.984604795366256,"4.2e-04","1.0e+00",0.00631399146046341,8.31552675343032,121,141,86,56,54,65
"PPP2R2C",2594.66666666667,1445.33333333333,1149.33333333333,5.10766387932349,0.796089347330572,-0.32899773733828,"4.2e-04","1.0e+00",0.00632352439299425,8.33440514996642,1505,1337,1494,1153,1074,1221
"RPL24P4",1514.33333333333,617,897.333333333333,4.32736690854757,1.45069638954662,0.536745615112649,"4.2e-04","1.0e+00",0.00632383241169598,8.341134951027,635,638,578,999,996,697
"IER5L",935.333333333333,391.333333333333,544,3.63443359167663,1.38769615994904,0.472691720279234,"4.2e-04","1.0e+00",0.00633392703728755,8.36078368921956,382,393,399,582,552,498
"PER3",4384.66666666667,1990.66666666667,2394,5.86194242612375,1.20245713023637,0.265985460234087,"4.3e-04","1.0e+00",0.00639961334941342,8.45388923457512,1924,2080,1968,2402,2511,2269
"POSTN",462.333333333333,180.333333333333,282,2.62143108344294,1.56535951780006,0.646494040531965,"4.3e-04","1.0e+00",0.00640558916726843,8.46818887912887,196,167,178,250,305,291
"ZMIZ1-AS1",1904,1072,832,4.66225185267876,0.775113001949345,-0.36752144196157,"4.3e-04","1.0e+00",0.00649347301229793,8.59086479527016,1150,1099,967,812,878,806
"CAPN2",24253,12980.6666666667,11272.3333333333,8.32906702953158,0.868456239016667,-0.203474940648582,"4.3e-04","1.0e+00",0.00650214196790299,8.60883596550356,13004,13092,12846,10948,11384,11485
"AC136475.1",83,8,75,0.243430002841063,9.48316919661348,3.24536927643996,"4.4e-04","1.0e+00",0.00652242220495789,8.6422094215692,10,7,7,5,44,176
"TNFRSF12A",5001.66666666667,2812.33333333333,2189.33333333333,6.05271836691242,0.778276438996517,-0.361645412256492,"4.4e-04","1.0e+00",0.00654133523786091,8.67381052540357,2858,2998,2581,2494,1935,2139
"CDKN2C",3910.66666666667,1770.66666666667,2140,5.69724897522937,1.20905592863642,0.273880982469696,"4.4e-04","1.0e+00",0.00655753160969153,8.70184444606066,1759,1851,1702,2208,2011,2201
"KCNMB2",180.333333333333,61.3333333333333,119,1.27043911410995,1.94933200417375,0.962979826862326,"4.4e-04","1.0e+00",0.00657882698581564,8.73668223716318,48,56,80,111,115,131
"BCLAF3",1839.66666666667,804.666666666667,1035,4.61012578991416,1.28613972072128,0.363047379401644,"4.4e-04","1.0e+00",0.00660739556263938,8.78122870274773,815,860,739,969,1084,1052
"EEA1",10740,4931,5809,7.15396763505518,1.17815067635483,0.23652406050003,"4.5e-04","1.0e+00",0.00671164808218731,8.92649194930912,4864,4881,5048,5463,6140,5824
"NIPAL3",4497,2450.33333333333,2046.66666666667,5.89937708592957,0.835759624734272,-0.258840030654675,"4.6e-04","1.0e+00",0.00685144111242821,9.11926812064195,2328,2515,2508,2095,1952,2093
"QSOX1",13089.6666666667,7097.33333333333,5992.33333333333,7.43961858581457,0.844259097784628,-0.244242274006052,"4.6e-04","1.0e+00",0.00685144111242821,9.12611956175438,7075,7185,7032,6450,5589,5938
"MT-TL1",1039.66666666667,363,676.666666666667,3.78054422095996,1.86352614348946,0.89803505884032,"4.6e-04","1.0e+00",0.00685144111242821,9.1329710028668,303,327,459,792,809,429
"MEGF9",3494,1578,1916,5.53478342353879,1.21483931551479,0.28076550392127,"4.6e-04","1.0e+00",0.00688418275685954,9.18349979765062,1594,1504,1636,1964,1801,1983
"NID1",15072,6892.33333333333,8179.66666666667,7.64268659868452,1.18643413751418,0.246632014464404,"4.6e-04","1.0e+00",0.00689440109530325,9.20402546222984,7154,6664,6859,8080,8772,7687
"TRBC2",368.666666666667,227,141.666666666667,2.31533659159205,0.622363434663051,-0.684170793849772,"4.7e-04","1.0e+00",0.00691175867411566,9.23410958861852,250,201,230,136,153,136
"PET100",609,244,365,3.02074076499413,1.49766819256638,0.582718031031246,"4.7e-04","1.0e+00",0.00693302884946838,9.26945957173923,241,251,240,318,375,402
"PLK2",5590.66666666667,3057.33333333333,2533.33333333333,6.21322514136346,0.829250162934646,-0.270120704407098,"4.7e-04","1.0e+00",0.00694290372088092,9.28960517853867,3150,3028,2994,2418,2421,2761
"GOLIM4",9580,4400,5180,6.98914361390989,1.17694980986139,0.235052799044186,"4.7e-04","1.0e+00",0.00694290372088092,9.29654808225956,4313,4494,4393,5461,5188,4891
"TNC",62932.3333333333,29234,33698.3333333333,9.70447453520949,1.15267065433838,0.204980359280664,"4.7e-04","1.0e+00",0.00697465927465665,9.3460434280399,29612,29713,28377,33478,34278,33339
"BNIP3",5145.66666666667,2841,2304.66666666667,6.09346953273213,0.811035391599351,-0.302163223390799,"4.7e-04","1.0e+00",0.00699175512533229,9.3759436230706,2802,2917,2804,2552,2064,2298
"UNC5CL",214,75.3333333333333,138.666666666667,1.5087134074715,1.83971393775829,0.879481455053038,"4.7e-04","1.0e+00",0.00700621681910267,9.40234297123578,73,81,72,172,112,132
"PSMD11",10663.6666666667,5724,4939.66666666667,7.14395095456865,0.86299684432513,-0.21257281090006,"4.8e-04","1.0e+00",0.00705817865606151,9.4791339350906,5566,5741,5865,5037,4887,4895
"MYO5C",1039.33333333333,431,608.333333333333,3.78598477187904,1.40952812615404,0.495212266172329,"4.8e-04","1.0e+00",0.00708282500267257,9.51931680359193,429,429,435,565,704,556
"CCT7",30153.6666666667,16158.3333333333,13995.3333333333,8.64319714696697,0.86620988365919,-0.207211460897087,"4.9e-04","1.0e+00",0.00720659572964218,9.69287125636873,16163,16277,16035,14258,13403,14325
"RAD21L1",77,55,22,0.134850341298701,0.403726161053737,-1.30855101983602,"4.9e-04","1.0e+00",0.00724254929762668,9.74847135460551,43,45,77,20,20,26
"LRPPRC",16593.3333333333,8987.66666666667,7605.66666666667,7.78165354984996,0.846561854477016,-0.24031261166061,"4.9e-04","1.0e+00",0.00724264619260892,9.75584442144421,8759,9059,9145,7494,7146,8177
"RAB5IF",5141.66666666667,2895,2246.66666666667,6.09275827020018,0.776854767483809,-0.364283181988049,"4.9e-04","1.0e+00",0.00725790960901685,9.78366215295471,2819,2883,2983,2290,1892,2558
"PGF",115,78,37,0.677509524930858,0.469469812478378,-1.09089570119983,"4.9e-04","1.0e+00",0.0072667375090955,9.80282889976983,70,74,90,50,33,28
"RPS17",33292.3333333333,15003,18289.3333333333,8.78590461529854,1.21909012624845,0.285804787061708,"5.0e-04","1.0e+00",0.00729496606917057,9.84820419338027,15364,15436,14209,19485,16215,19168
"LINC02615",1447.66666666667,626.333333333333,821.333333333333,4.26496816133,1.31322363576715,0.393112621287001,"5.0e-04","1.0e+00",0.00734985961116081,9.92966033467826,592,666,621,809,768,887
"DAPK1",7522,3476.66666666667,4045.33333333333,6.64045045258336,1.16383926820746,0.218891828889126,"5.0e-04","1.0e+00",0.00734985961116081,9.93701019428942,3400,3494,3536,3932,4113,4091
"UPK3BL1",1122.66666666667,380.666666666667,742,3.89621898041063,1.95181029057515,0.964812834587771,"5.0e-04","1.0e+00",0.00738866462891517,9.99686324292222,263,508,371,486,927,813
"UXS1",5094.33333333333,2753.33333333333,2341,6.07912902337257,0.850392426241436,-0.233799346880737,"5.0e-04","1.0e+00",0.00739488622848211,10.0126759533648,2677,2802,2781,2283,2391,2349
"EEF1A1P11",64.6666666666667,17.3333333333333,47.3333333333333,-0.194895561822803,2.7146278168895,1.44075441403899,"5.1e-04","1.0e+00",0.00739871318528309,10.0252563660586,13,16,23,35,69,38
"HK1",21432,11561,9871,8.15070304132344,0.853716632338343,-0.228170808366923,"5.1e-04","1.0e+00",0.00744968008885341,10.1017662004852,11153,11479,12051,10165,10118,9330
"LINC02783",115.333333333333,39,76.3333333333333,0.642995129288135,1.96282391277811,0.972930752754891,"5.1e-04","1.0e+00",0.00751183612607348,10.1935616230817,39,42,36,63,88,78
"CT45A1",1587.33333333333,893.666666666667,693.666666666667,4.39955824281126,0.775603969892737,-0.366607907056496,"5.2e-04","1.0e+00",0.00752264790806389,10.2157558591508,902,832,947,718,705,658
"PFKFB4",1193,681.666666666667,511.333333333333,3.99005395264284,0.751041123485927,-0.413036189777773,"5.2e-04","1.0e+00",0.00760393436605624,10.3337468034704,664,652,729,505,492,537
"ACSL1",10054,5476,4578,7.05913647105602,0.836343670651606,-0.257832197962543,"5.3e-04","1.0e+00",0.00765945071120194,10.4168529672346,5574,5295,5559,4648,4189,4897
"LINC01106",1302.33333333333,563,739.333333333333,4.11268519065705,1.31087371621712,0.390528709386775,"5.3e-04","1.0e+00",0.00767085732908856,10.4400368248895,588,551,550,761,766,691
"SLC25A23",5784.33333333333,2547.66666666667,3236.66666666667,6.26104328180248,1.26948815825053,0.344246937629835,"5.3e-04","1.0e+00",0.00774690204640047,10.5512805871974,2401,2619,2623,3556,3391,2763
"AC233699.1",591.333333333333,232,359.333333333333,2.97358420572024,1.54812093837291,0.630518178443336,"5.3e-04","1.0e+00",0.00776743938401569,10.5870198804134,213,204,279,365,369,344
"WNT6",71.3333333333333,20,51.3333333333333,-0.0587676297588785,2.54749018329328,1.34907658700291,"5.3e-04","1.0e+00",0.00777790953535647,10.6090686062262,18,15,27,71,43,40
"NUTF2",7483,3455.33333333333,4027.66666666667,6.63282609835583,1.16554412238086,0.221003619597792,"5.4e-04","1.0e+00",0.00778533054810214,10.6269761981594,3374,3510,3482,4049,4137,3897
"ARRB1",2936.33333333333,1319,1617.33333333333,5.28370164912399,1.22535011583166,0.293194025313824,"5.4e-04","1.0e+00",0.0077854309401112,10.6348986641919,1296,1316,1345,1747,1560,1545
"TMEM47",2433.66666666667,1077.66666666667,1356,5.01338003929011,1.25837462905782,0.331561489008759,"5.4e-04","1.0e+00",0.00782783321042647,10.700647998653,1113,1054,1066,1219,1462,1387
"CISH",304.333333333333,116.666666666667,187.666666666667,2.02132792575382,1.60446514994224,0.682092453657408,"5.4e-04","1.0e+00",0.0078603443546791,10.752951077201,125,106,119,195,185,183
"RBM8A",11310.6666666667,5207,6103.66666666667,7.22862764198592,1.17206129089824,0.22904801495036,"5.4e-04","1.0e+00",0.0078603443546791,10.7608114215557,5319,5205,5097,6453,5793,6065
"RYBP",6681.33333333333,3082.33333333333,3599,6.46958881394136,1.16822893023896,0.224323017503265,"5.5e-04","1.0e+00",0.00790498737948657,10.8298327098966,3043,3080,3124,3508,3545,3744
"PROS1",5628.33333333333,2521,3107.33333333333,6.22228633019947,1.23341782154212,0.302661596948832,"5.5e-04","1.0e+00",0.00794811934794431,10.8968716260317,2562,2595,2406,2860,2984,3478
"SEPTIN5",409.333333333333,127.666666666667,281.666666666667,2.43387202132417,2.20774788267994,1.14257543064196,"5.5e-04","1.0e+00",0.00794811934794431,10.9048197453796,67,176,140,276,337,232
"F5",113.333333333333,75.6666666666667,37.6666666666667,0.659148796617795,0.50516953747629,-0.985160449936351,"5.5e-04","1.0e+00",0.00794811934794431,10.9127678647275,67,86,74,31,40,42
"AL450043.1",18,15,3,-1.66833015599803,0.217657352002985,-2.19986934276472,"5.5e-04","1.0e+00",0.00798766738087834,10.9750549813268,22,12,11,0,4,5
"ATP6V1B2",18154.6666666667,9806.33333333333,8348.33333333333,7.91141005121492,0.851556797941398,-0.231825335534806,"5.6e-04","1.0e+00",0.0080228212195463,11.0313791768762,9883,9490,10046,8182,7949,8914
"EMC3",4402.33333333333,2382,2020.33333333333,5.86873840525287,0.848420490417011,-0.23714863070674,"5.6e-04","1.0e+00",0.00804206882569177,11.0658867041519,2389,2417,2340,1976,2007,2078
"STARD4-AS1",3031,1059.33333333333,1971.66666666667,5.32663963551129,1.86039013356444,0.895605193773593,"5.6e-04","1.0e+00",0.00805482612792331,11.0914955781504,830,1311,1037,2195,2565,1155
"ABCG2",516.333333333333,319,197.333333333333,2.79602379935804,0.622670525722943,-0.68345910441432,"5.6e-04","1.0e+00",0.00809179950148141,11.1504997130414,321,299,337,169,180,243
"MANEA",2161.66666666667,948,1213.66666666667,4.8427960469034,1.27976694608761,0.355881109962576,"5.7e-04","1.0e+00",0.00813589865806946,11.2194042494778,992,937,915,1092,1345,1204
"TXNIP",55346,25593,29753,9.51918184097607,1.1626245060114,0.217385223392151,"5.7e-04","1.0e+00",0.00814717179768617,11.2430970808069,25678,25609,25492,29054,28670,31535
"PRRT2",617,244.333333333333,372.666666666667,3.03382112105726,1.52275866296467,0.606687311928151,"5.7e-04","1.0e+00",0.00820574959660918,11.3321401929173,255,269,209,397,388,333
"BTN2A1",4035,2206.33333333333,1828.66666666667,5.74318603853582,0.828760087887338,-0.270973568689035,"5.7e-04","1.0e+00",0.00821359018432157,11.3511816347324,2338,2161,2120,1890,1724,1872
"UPB1",49.6666666666667,35.6666666666667,14,-0.460280225522538,0.394394975907418,-1.34228692116246,"5.7e-04","1.0e+00",0.00821359018432157,11.3593952249167,32,37,38,7,20,15
